aX,aY,aZ,gX,gY,gZ
3.98,0.34,7.14,0.59,-1.29,-2.90
3.18,-0.09,6.70,0.59,-1.41,-3.22
2.46,-0.72,5.99,0.57,-1.49,-3.52
1.75,-1.43,5.07,0.51,-1.45,-3.79
1.00,-2.01,4.15,0.43,-1.30,-3.99
0.25,-2.33,3.39,0.34,-1.09,-4.12
-0.54,-2.42,2.71,0.24,-0.83,-4.19
-1.40,-2.43,2.22,0.15,-0.58,-4.21
-2.18,-2.42,1.85,0.05,-0.39,-4.20
-2.77,-2.39,1.57,-0.06,-0.24,-4.18
-3.11,-2.30,1.47,-0.18,-0.11,-4.18
-3.38,-2.15,1.69,-0.28,-0.03,-4.18
-3.61,-1.93,1.87,-0.39,-0.02,-4.19
-3.78,-1.61,2.35,-0.51,-0.11,-4.20
-3.91,-1.27,3.08,-0.62,-0.32,-4.21
-4.12,-0.91,4.10,-0.70,-0.62,-4.20
-4.47,-0.44,4.81,-0.76,-0.97,-4.19
-4.93,0.27,4.84,-0.83,-1.24,-4.16
-5.46,1.15,4.37,-0.94,-1.29,-4.12
-6.13,2.07,3.72,-1.07,-1.07,-4.06
-6.91,2.87,3.18,-1.23,-0.65,-3.98
-7.76,3.51,3.45,-1.38,-0.13,-3.89
-8.84,3.90,4.51,-1.46,0.34,-3.77
-10.16,3.90,6.08,-1.43,0.67,-3.58
-11.56,3.89,7.59,-1.32,0.70,-3.53
-13.49,4.83,8.31,-1.15,0.44,-3.45
-14.88,6.25,8.09,-1.00,0.14,-3.20
-15.63,7.63,7.70,-0.90,-0.01,-2.86
-16.30,8.67,7.70,-0.82,-0.03,-2.49
-16.91,9.01,8.32,-0.73,0.07,-2.05
-17.52,8.71,9.48,-0.58,0.22,-1.58
-18.23,8.14,10.51,-0.36,0.29,-1.10
-18.80,7.62,10.96,-0.06,0.25,-0.60
-18.99,7.25,10.85,0.25,0.14,-0.10
-18.78,6.97,10.31,0.56,0.08,0.39
-18.23,6.61,9.66,0.83,0.10,0.89
-17.16,6.07,9.09,1.06,0.17,1.36
-15.90,5.47,8.46,1.24,0.28,1.74
-14.71,4.81,7.94,1.36,0.43,2.07
-13.67,4.12,7.69,1.46,0.54,2.36
-12.89,3.35,7.29,1.53,0.62,2.61
-12.16,2.51,6.68,1.57,0.67,2.86
-11.28,1.67,5.92,1.57,0.70,3.09
-10.32,0.88,5.23,1.53,0.77,3.30
-9.33,0.10,4.47,1.46,0.86,3.50
-8.45,-0.68,3.88,1.34,1.01,3.68
-7.75,-1.42,3.49,1.19,1.17,3.86
-7.09,-2.15,3.32,1.04,1.26,4.01
-6.32,-2.78,3.11,0.90,1.27,4.13
-5.42,-3.22,2.66,0.77,1.23,4.20
-4.36,-3.46,1.85,0.62,1.25,4.26
-3.37,-3.52,1.04,0.42,1.35,4.28
-2.67,-3.33,0.65,0.20,1.51,4.29
-2.19,-2.92,0.87,-0.03,1.66,4.27
-1.75,-2.45,1.30,-0.24,1.72,4.21
-1.16,-1.98,1.53,-0.43,1.74,4.11
-0.55,-1.52,1.52,-0.64,1.78,3.99
-0.12,-1.07,1.30,-0.87,1.92,3.86
0.12,-0.64,1.56,-1.14,2.12,3.72
0.33,-0.23,2.30,-1.40,2.26,3.58
0.60,0.11,3.83,-1.61,2.25,3.42
1.13,0.47,5.50,-1.74,2.04,3.23
1.85,0.91,7.68,-1.78,1.65,3.03
2.96,1.48,9.84,-1.68,1.05,2.83
4.77,2.24,11.34,-1.51,0.44,2.65
7.03,3.18,12.27,-1.30,-0.01,2.49
9.76,4.07,12.47,-1.08,-0.20,2.34
12.42,5.00,12.88,-0.89,-0.16,2.12
14.64,5.98,13.35,-0.71,0.01,1.84
16.03,7.03,14.12,-0.55,0.18,1.52
16.74,8.02,15.06,-0.35,0.17,1.22
17.11,8.82,15.61,-0.12,-0.03,0.91
17.19,9.41,15.55,0.14,-0.34,0.59
16.95,9.79,14.93,0.37,-0.69,0.26
16.34,10.13,13.95,0.55,-1.01,-0.06
15.86,10.16,13.11,0.67,-1.26,-0.38
15.22,9.89,12.15,0.76,-1.43,-0.74
14.39,9.46,11.13,0.76,-1.47,-1.06
13.46,8.87,10.39,0.69,-1.41,-1.33
12.42,8.16,9.90,0.60,-1.32,-1.57
11.29,7.38,9.49,0.53,-1.28,-1.80
10.10,6.56,8.89,0.47,-1.30,-2.00
8.96,5.76,8.20,0.43,-1.33,-2.18
7.92,5.04,7.46,0.38,-1.34,-2.33
6.92,4.43,6.68,0.32,-1.31,-2.47
5.93,3.92,5.95,0.22,-1.23,-2.59
4.96,3.47,5.06,0.10,-1.12,-2.69
4.06,3.00,4.06,-0.07,-0.92,-2.78
3.19,2.46,3.35,-0.25,-0.64,-2.84
2.31,1.79,3.04,-0.41,-0.41,-2.87
1.49,0.98,3.05,-0.51,-0.32,-2.88
0.80,0.06,3.36,-0.56,-0.37,-2.88
0.28,-0.81,3.72,-0.56,-0.56,-2.90
-0.19,-1.51,3.85,-0.55,-0.80,-2.96
-0.67,-2.01,3.54,-0.53,-1.02,-3.04
-1.07,-2.39,2.96,-0.53,-1.14,-3.12
-1.27,-2.72,2.31,-0.56,-1.10,-3.19
-1.43,-2.90,1.84,-0.63,-0.93,-3.25
-1.73,-2.90,1.54,-0.71,-0.67,-3.29
-2.17,-2.80,1.39,-0.80,-0.34,-3.31
-2.67,-2.64,1.54,-0.88,0.02,-3.29
-3.25,-2.56,1.92,-0.92,0.34,-3.26
-3.75,-2.74,2.59,-0.94,0.57,-3.27
-4.62,-2.91,3.44,-0.88,0.67,-3.50
-5.95,-2.36,3.90,-0.80,0.60,-3.64
-6.77,-1.78,3.90,-0.74,0.57,-3.66
-7.44,-1.32,4.22,-0.69,0.62,-3.63
-8.12,-1.07,4.89,-0.64,0.64,-3.58
-8.97,-0.71,5.59,-0.60,0.60,-3.53
-10.02,0.01,6.26,-0.57,0.52,-3.47
-11.43,1.17,6.92,-0.53,0.41,-3.36
-13.08,2.67,7.43,-0.47,0.24,-3.19
-14.61,4.42,7.69,-0.40,0.07,-2.95
-15.77,6.11,7.87,-0.33,-0.03,-2.66
-16.65,7.36,8.40,-0.26,-0.01,-2.33
-17.40,7.96,9.10,-0.15,0.05,-2.00
-18.14,8.15,9.50,0.01,0.11,-1.67
-18.76,8.15,9.41,0.19,0.19,-1.34
-19.19,7.93,8.96,0.39,0.33,-0.97
-19.39,7.43,8.34,0.57,0.48,-0.56
-19.29,6.69,7.67,0.74,0.61,-0.13
-18.83,5.81,7.01,0.89,0.69,0.31
-18.05,4.91,6.32,1.01,0.74,0.74
-17.04,4.15,5.55,1.10,0.75,1.13
-15.90,3.58,4.71,1.14,0.74,1.49
-14.70,3.18,3.91,1.15,0.75,1.78
-13.53,2.93,3.12,1.12,0.78,2.03
-12.38,2.72,2.31,1.05,0.87,2.24
-11.42,2.45,1.58,0.93,1.02,2.41
-10.73,2.03,1.05,0.78,1.23,2.57
-10.30,1.30,0.62,0.60,1.46,2.72
-9.88,0.50,0.25,0.34,1.70,2.85
-9.59,-0.01,0.62,0.07,1.90,2.94
-9.38,-0.44,0.88,-0.16,1.98,3.04
-9.16,-1.07,1.10,-0.35,1.99,3.16
-8.84,-1.78,1.14,-0.52,1.91,3.25
-8.40,-2.36,1.14,-0.69,1.82,3.30
-7.82,-2.71,1.30,-0.85,1.69,3.34
-7.11,-2.89,1.64,-0.99,1.51,3.38
-6.30,-2.95,2.03,-1.09,1.27,3.42
-5.41,-2.95,2.37,-1.14,1.00,3.44
-4.54,-2.88,2.41,-1.19,0.75,3.47
-3.78,-2.69,2.35,-1.23,0.56,3.50
-3.12,-2.37,2.05,-1.29,0.47,3.55
-2.54,-1.94,1.74,-1.38,0.50,3.62
-2.11,-1.49,1.90,-1.48,0.60,3.70
-1.58,-1.07,2.26,-1.59,0.69,3.76
-0.79,-0.66,2.95,-1.70,0.76,3.77
0.25,-0.45,3.81,-1.79,0.80,3.71
1.61,-0.37,4.96,-1.88,0.79,3.32
1.73,0.88,6.82,-1.92,0.59,2.84
2.01,2.26,8.38,-1.87,0.26,2.61
3.20,3.22,9.67,-1.74,-0.12,2.54
4.82,4.04,10.44,-1.57,-0.47,2.46
6.56,5.04,10.65,-1.39,-0.69,2.41
8.51,6.13,10.66,-1.26,-0.67,2.39
10.56,7.20,11.24,-1.18,-0.47,2.33
12.14,8.14,12.09,-1.11,-0.22,2.21
13.06,8.77,13.25,-1.03,-0.02,2.04
13.73,9.06,14.49,-0.90,0.01,1.84
14.44,9.11,15.51,-0.74,-0.10,1.59
15.12,9.13,16.21,-0.55,-0.28,1.27
15.78,9.20,16.49,-0.35,-0.45,0.91
16.06,9.18,16.28,-0.17,-0.53,0.53
15.81,8.99,15.71,-0.01,-0.52,0.16
15.16,8.63,15.02,0.13,-0.43,-0.21
14.13,8.11,14.34,0.25,-0.31,-0.56
12.85,7.44,13.73,0.37,-0.21,-0.88
11.52,6.65,13.09,0.49,-0.15,-1.16
10.22,5.80,12.55,0.61,-0.15,-1.42
9.03,4.93,11.94,0.73,-0.21,-1.67
7.99,4.05,11.20,0.84,-0.29,-1.90
7.14,3.20,10.54,0.94,-0.40,-2.13
6.48,2.42,9.82,1.04,-0.52,-2.34
5.98,1.70,9.07,1.12,-0.65,-2.56
5.53,1.02,8.15,1.19,-0.75,-2.78
5.18,0.30,7.25,1.24,-0.80,-2.97
4.95,-0.54,6.36,1.26,-0.82,-3.15
4.75,-1.44,5.37,1.25,-0.76,-3.34
4.48,-2.32,4.34,1.20,-0.63,-3.54
4.06,-3.01,3.08,1.10,-0.40,-3.73
3.48,-3.41,1.74,0.94,-0.07,-3.92
2.73,-3.54,0.69,0.76,0.34,-4.08
1.76,-3.48,0.04,0.57,0.72,-4.22
0.53,-3.34,-0.12,0.42,0.95,-4.33
-0.91,-3.19,0.15,0.32,0.92,-4.40
-2.32,-3.04,0.44,0.25,0.65,-4.44
-3.44,-2.85,0.82,0.18,0.23,-4.46
-4.26,-2.51,1.03,0.09,-0.26,-4.47
-4.95,-2.09,1.30,-0.05,-0.70,-4.48
-5.79,-1.62,1.80,-0.21,-1.04,-4.51
-6.90,-1.15,2.72,-0.35,-1.27,-4.50
-7.92,-1.12,3.53,-0.43,-1.46,-4.45
-8.77,-1.54,4.05,-0.47,-1.57,-4.59
-10.69,-1.22,4.62,-0.47,-1.57,-4.66
-12.44,-0.67,5.38,-0.41,-1.52,-4.46
-13.67,-0.19,5.98,-0.32,-1.36,-4.18
-14.92,0.38,6.65,-0.22,-1.10,-3.91
-16.22,1.21,7.05,-0.10,-0.78,-3.59
-16.63,2.00,7.56,0.01,-0.45,-3.29
-17.75,3.19,7.36,0.13,-0.14,-3.09
-19.80,4.74,7.35,0.20,0.27,-2.69
-21.64,6.02,7.96,0.28,0.46,-2.07
-22.55,6.69,8.44,0.39,0.33,-1.39
-22.56,6.83,8.46,0.51,0.07,-0.76
-22.07,6.58,8.27,0.65,-0.17,-0.16
-21.27,6.00,7.97,0.77,-0.34,0.41
-20.25,5.25,7.49,0.89,-0.44,0.94
-19.05,4.39,6.94,0.99,-0.46,1.43
-17.65,3.47,6.44,1.09,-0.44,1.88
-16.08,2.57,5.92,1.17,-0.40,2.27
-14.48,1.80,5.39,1.24,-0.33,2.60
-12.97,1.20,4.76,1.29,-0.21,2.88
-11.62,0.79,4.20,1.32,-0.04,3.12
-10.38,0.51,3.79,1.33,0.13,3.32
-9.26,0.33,3.55,1.34,0.30,3.48
-8.32,0.23,3.37,1.35,0.46,3.58
-7.62,0.24,3.13,1.37,0.61,3.66
-7.09,0.35,2.83,1.38,0.74,3.73
-6.50,0.51,2.52,1.39,0.82,3.79
-5.89,0.68,2.11,1.40,0.88,3.80
-5.26,0.84,1.65,1.38,0.98,3.77
-4.73,1.02,1.35,1.34,1.11,3.72
-4.47,1.02,0.99,1.28,1.28,3.67
-4.26,0.92,0.90,1.18,1.49,3.65
-4.10,0.77,0.83,1.07,1.67,3.62
-3.92,0.68,0.71,0.93,1.79,3.58
-3.71,0.67,0.56,0.77,1.90,3.54
-3.52,0.62,0.35,0.58,2.01,3.50
-3.41,0.51,0.19,0.36,2.14,3.46
-3.33,0.43,0.21,0.13,2.25,3.41
-3.32,0.29,0.29,-0.10,2.34,3.38
-3.23,0.23,0.57,-0.34,2.41,3.37
-3.10,0.35,0.96,-0.58,2.41,3.37
-2.91,0.70,1.60,-0.79,2.36,3.38
-2.53,1.20,2.52,-0.97,2.23,3.42
-1.92,1.79,3.52,-1.11,2.00,3.47
aX,aY,aZ,gX,gY,gZ
-24.52,-4.88,13.95,-0.53,0.89,-1.47
-24.34,-4.23,13.85,-0.25,0.38,-0.88
-23.25,-4.04,13.12,-0.01,-0.01,-0.34
-21.77,-4.01,12.40,0.15,-0.04,0.06
-20.70,-4.01,12.00,0.28,0.05,0.38
-20.06,-4.14,11.59,0.40,0.17,0.67
-19.51,-4.45,11.08,0.52,0.26,0.98
-18.78,-4.73,10.47,0.65,0.33,1.33
-17.88,-4.90,9.69,0.77,0.39,1.69
-16.91,-5.08,8.87,0.89,0.42,2.06
-15.95,-5.35,8.04,1.01,0.42,2.43
-14.97,-5.69,7.20,1.13,0.36,2.82
-13.92,-6.11,6.35,1.24,0.27,3.19
-12.77,-6.42,5.43,1.34,0.17,3.55
-11.60,-6.65,4.64,1.43,0.09,3.88
-10.56,-6.82,3.93,1.50,0.03,4.18
-9.69,-7.02,3.32,1.56,0.01,4.45
-8.97,-7.19,2.87,1.58,0.02,4.70
-7.50,-7.16,3.17,1.62,-0.00,4.90
-6.79,-7.27,2.60,1.69,-0.12,5.00
-6.83,-7.06,1.51,1.67,0.01,5.17
-6.59,-6.79,1.49,1.57,0.21,5.43
-5.61,-6.51,1.70,1.50,0.23,5.64
-4.24,-5.93,1.25,1.43,0.13,5.73
-2.92,-5.02,0.19,1.27,0.17,5.75
-1.87,-3.97,-0.49,1.04,0.42,5.76
-1.04,-3.00,-0.21,0.80,0.71,5.72
-0.47,-2.19,0.32,0.62,0.85,5.61
0.24,-1.58,-0.10,0.50,0.88,5.42
1.21,-0.95,-0.57,0.35,0.90,5.19
2.25,-0.19,-0.90,0.19,0.82,4.97
3.02,0.68,-1.41,0.03,0.73,4.80
3.31,1.51,-1.64,-0.17,0.72,4.73
3.50,1.92,-1.29,-0.39,0.71,4.74
3.72,1.98,0.07,-0.58,0.60,4.73
4.19,1.81,2.37,-0.65,0.25,4.69
5.53,1.56,4.19,-0.60,-0.28,4.59
7.64,1.47,6.40,-0.48,-0.81,4.41
10.03,1.62,7.68,-0.30,-1.28,4.13
12.29,2.08,8.08,-0.10,-1.55,3.78
14.56,2.83,7.83,0.05,-1.51,3.40
16.93,3.86,7.87,0.16,-1.25,2.97
18.73,4.97,7.99,0.27,-0.92,2.51
19.90,5.87,8.15,0.35,-0.55,2.09
21.46,6.66,8.04,0.49,-0.29,1.56
21.66,7.47,6.77,0.59,-0.00,1.00
21.39,8.30,5.56,0.56,0.33,0.41
20.22,8.99,4.59,0.45,0.69,-0.17
18.54,9.30,4.45,0.28,1.01,-0.68
17.06,9.26,4.69,0.16,1.13,-1.12
15.86,9.09,4.80,0.08,1.11,-1.49
15.01,8.77,5.01,0.02,0.92,-1.89
13.79,8.27,5.08,-0.04,0.67,-2.31
12.23,7.59,4.98,-0.13,0.41,-2.69
10.78,6.74,4.72,-0.27,0.20,-3.01
9.50,5.79,4.30,-0.43,0.06,-3.31
8.27,4.79,3.71,-0.61,0.01,-3.57
7.14,3.72,3.13,-0.79,0.06,-3.78
6.06,2.60,2.57,-0.92,0.20,-3.92
4.95,1.39,2.42,-0.99,0.37,-3.98
3.83,0.12,2.20,-1.01,0.47,-3.99
2.83,-1.12,1.53,-1.00,0.57,-3.99
1.97,-2.29,0.99,-1.00,0.69,-4.02
1.11,-3.23,0.52,-0.99,0.82,-4.09
0.25,-3.93,0.26,-0.99,0.89,-4.15
-0.77,-4.36,0.62,-0.94,0.84,-4.18
-1.24,-5.56,1.07,-0.80,0.56,-4.23
-1.96,-6.25,0.68,-0.70,0.14,-4.71
-3.38,-5.58,0.00,-0.67,-0.20,-5.01
-3.74,-4.89,-0.68,-0.69,-0.37,-4.91
-3.36,-4.84,-0.95,-0.77,-0.37,-4.68
-3.56,-5.42,-0.25,-0.84,-0.34,-4.52
-4.72,-6.06,0.98,-0.86,-0.53,-4.38
-5.73,-6.37,1.59,-0.89,-0.81,-4.21
-6.28,-6.31,2.39,-0.97,-0.98,-4.03
-6.83,-6.06,3.43,-1.09,-1.08,-3.86
-7.84,-5.49,4.61,-1.26,-1.10,-3.74
-9.29,-4.40,6.15,-1.37,-1.08,-3.63
-10.80,-2.94,7.97,-1.32,-1.24,-3.47
-11.55,-1.58,8.94,-1.23,-1.39,-3.24
-11.71,-0.53,9.58,-1.16,-1.32,-3.06
-12.02,0.24,10.16,-1.15,-1.05,-2.95
-12.85,0.79,11.21,-1.14,-0.66,-2.85
-13.79,1.17,12.44,-1.11,-0.32,-2.74
-14.67,1.54,13.61,-1.01,-0.09,-2.60
-15.42,1.75,14.51,-0.88,0.11,-2.42
-16.22,1.60,15.40,-0.70,0.29,-2.19
-17.08,0.93,16.01,-0.49,0.40,-1.90
-17.94,-0.02,16.42,-0.26,0.46,-1.60
-18.67,-0.79,16.48,-0.05,0.44,-1.29
-19.14,-1.10,16.37,0.16,0.39,-0.91
-19.16,-1.22,15.92,0.35,0.36,-0.47
-18.91,-1.33,15.40,0.55,0.33,-0.01
-18.36,-1.41,14.66,0.73,0.26,0.45
-17.51,-1.35,13.92,0.87,0.21,0.88
-16.50,-1.29,13.15,1.00,0.18,1.27
-15.45,-1.33,12.30,1.12,0.18,1.61
-14.47,-1.46,11.64,1.24,0.19,1.92
-13.43,-1.65,10.88,1.38,0.19,2.19
-12.29,-1.80,10.02,1.52,0.18,2.43
-11.12,-1.81,9.06,1.67,0.16,2.62
-9.91,-1.62,8.16,1.81,0.13,2.75
-9.21,-1.34,6.85,1.92,0.14,2.85
-8.65,-0.92,5.73,1.96,0.25,2.96
-8.04,-0.39,5.21,1.96,0.36,3.05
-7.33,0.41,4.87,1.96,0.39,3.10
-6.74,1.66,4.42,1.98,0.37,3.05
-6.48,3.20,3.56,1.99,0.36,2.94
-6.61,4.53,2.55,1.98,0.55,2.85
-6.87,4.64,1.87,1.92,0.89,2.81
-6.96,3.28,1.58,1.77,1.27,2.80
-6.86,1.39,1.59,1.52,1.54,2.75
-6.64,-0.21,1.84,1.24,1.62,2.71
-6.21,-1.31,2.03,0.99,1.52,2.71
-5.48,-2.30,1.50,0.77,1.32,2.75
-4.43,-2.93,0.30,0.49,1.27,2.77
-3.39,-3.22,-0.42,0.19,1.36,2.82
-2.35,-3.40,-0.38,-0.08,1.44,2.91
-1.62,-3.46,0.12,-0.22,1.32,2.95
-1.24,-3.41,-0.12,-0.29,1.08,2.93
-1.07,-3.22,-0.23,-0.35,0.93,2.93
-0.69,-3.01,-0.31,-0.42,0.77,2.94
-0.08,-2.71,-0.53,-0.50,0.66,2.96
0.50,-2.17,-0.26,-0.61,0.60,2.96
0.97,-1.33,0.45,-0.71,0.46,2.97
1.58,-0.24,1.26,-0.79,0.24,2.96
2.39,1.19,2.18,-0.88,-0.02,2.93
3.43,2.89,3.85,-0.93,-0.32,2.89
4.67,4.71,5.72,-0.90,-0.74,2.84
4.99,6.28,7.07,-0.81,-1.14,2.83
6.50,7.67,8.94,-0.70,-1.59,2.96
9.96,8.71,10.42,-0.42,-2.22,2.91
13.56,9.79,9.98,-0.12,-2.63,2.58
16.55,11.04,9.07,0.04,-2.61,2.19
18.84,12.14,8.49,0.07,-2.28,1.82
20.35,12.68,8.23,0.02,-1.75,1.52
22.00,12.40,8.37,-0.06,-1.22,1.16
23.20,11.64,7.99,-0.13,-0.73,0.63
23.19,10.76,7.16,-0.25,-0.19,-0.04
21.63,9.90,6.40,-0.43,0.35,-0.68
19.23,8.89,6.00,-0.61,0.83,-1.22
16.73,7.65,5.75,-0.76,1.14,-1.63
14.38,6.32,5.61,-0.87,1.28,-1.94
12.24,5.07,5.60,-0.94,1.26,-2.18
10.26,4.03,5.62,-0.95,1.10,-2.34
8.42,3.17,5.83,-0.90,0.80,-2.43
6.95,2.43,5.56,-0.81,0.40,-2.49
5.84,1.73,4.97,-0.73,0.06,-2.54
5.05,1.12,4.26,-0.68,-0.18,-2.57
4.48,0.60,3.44,-0.67,-0.28,-2.58
3.92,0.14,2.93,-0.67,-0.25,-2.57
3.27,-0.36,2.64,-0.67,-0.16,-2.54
2.55,-0.97,2.55,-0.64,-0.02,-2.52
1.74,-1.79,2.66,-0.58,0.14,-2.52
1.64,-3.22,2.79,-0.47,0.26,-2.84
0.08,-3.35,2.67,-0.39,0.32,-3.29
-1.11,-2.84,2.57,-0.35,0.33,-3.39
-1.41,-2.51,2.62,-0.32,0.31,-3.35
-1.57,-2.30,2.66,-0.31,0.32,-3.36
-2.05,-1.97,2.73,-0.33,0.39,-3.39
-2.72,-1.44,3.23,-0.37,0.45,-3.39
-3.57,-0.62,4.16,-0.37,0.38,-3.39
-4.63,0.69,5.02,-0.35,0.23,-3.42
-5.87,2.60,5.96,-0.31,0.12,-3.49
-7.31,4.76,6.90,-0.24,0.14,-3.55
-8.95,6.37,7.95,-0.13,0.30,-3.59
-10.71,6.91,8.64,0.01,0.51,-3.57
-12.43,6.92,8.60,0.17,0.76,-3.55
-14.51,7.11,8.21,0.29,1.03,-3.49
-16.99,7.57,8.20,0.37,1.31,-3.32
-19.47,7.84,8.95,0.44,1.52,-2.96
-21.34,7.56,9.90,0.56,1.53,-2.46
-22.49,7.02,10.02,0.70,1.35,-1.94
-23.29,6.72,9.18,0.82,1.11,-1.40
-23.86,6.72,8.07,0.88,0.90,-0.81
-23.71,6.60,7.20,0.91,0.67,-0.18
-22.68,6.08,6.30,0.94,0.47,0.41
-21.22,5.44,5.36,0.95,0.35,0.92
-19.63,4.77,4.43,0.96,0.29,1.37
-18.00,4.06,3.48,0.95,0.28,1.77
-16.47,3.29,2.82,0.93,0.28,2.12
-14.93,2.44,2.29,0.89,0.25,2.45
-13.23,1.51,1.75,0.86,0.18,2.74
-11.46,0.61,1.21,0.81,0.10,2.98
-9.81,-0.16,0.64,0.76,0.04,3.16
-8.39,-0.74,0.04,0.69,0.02,3.30
-7.23,-1.17,-0.53,0.60,0.05,3.43
-6.28,-1.54,-1.00,0.49,0.14,3.53
-5.66,-1.91,-1.42,0.37,0.27,3.63
-5.18,-2.27,-1.52,0.25,0.39,3.71
-4.75,-2.55,-1.36,0.17,0.48,3.80
-4.20,-2.98,-1.51,0.11,0.54,3.89
-3.40,-3.34,-1.66,0.02,0.73,3.96
-2.89,-3.46,-1.56,-0.08,0.93,3.98
-2.51,-3.24,-0.93,-0.15,1.08,3.95
-2.41,-3.01,-0.51,-0.18,1.13,3.89
-2.11,-2.66,0.15,-0.25,1.25,3.83
-1.35,-2.17,2.01,-0.34,1.27,3.75
0.04,-1.36,3.98,-0.38,1.05,3.53
1.27,0.02,4.80,-0.38,0.74,3.19
1.97,1.72,4.39,-0.44,0.66,2.84
2.33,3.17,3.79,-0.61,0.90,2.54
2.58,4.18,3.79,-0.86,1.28,2.32
2.92,4.95,4.30,-1.13,1.59,2.14
3.31,5.71,5.14,-1.38,1.75,1.97
3.70,6.50,5.98,-1.59,1.76,1.82
4.30,7.08,7.21,-1.76,1.68,1.71
5.01,7.41,8.81,-1.84,1.44,1.61
5.80,7.62,10.05,-1.82,1.02,1.52
6.77,7.80,11.21,-1.74,0.55,1.45
8.31,7.95,12.68,-1.58,0.02,1.38
10.29,8.12,13.62,-1.34,-0.52,1.22
12.27,8.41,14.12,-1.08,-0.88,0.99
13.69,8.74,14.21,-0.84,-1.05,0.72
14.54,8.91,14.02,-0.64,-1.03,0.41
14.78,8.81,13.58,-0.51,-0.88,0.08
14.61,8.52,13.10,-0.41,-0.68,-0.27
13.99,8.18,12.29,-0.35,-0.47,-0.63
12.97,7.81,11.48,-0.32,-0.25,-0.97
11.84,7.31,10.84,-0.33,-0.06,-1.27
10.67,6.73,10.18,-0.35,0.08,-1.55
9.43,6.13,9.48,-0.39,0.18,-1.79
8.19,5.48,8.96,-0.44,0.24,-1.99
7.02,4.75,8.58,-0.49,0.23,-2.14
5.95,3.96,8.34,-0.52,0.17,-2.28
4.99,3.08,8.12,-0.53,0.05,-2.41
4.20,2.25,7.86,-0.52,-0.11,-2.55
3.62,1.55,7.54,-0.50,-0.26,-2.70
3.31,0.93,7.06,-0.46,-0.35,-2.86
3.06,0.32,6.50,-0.43,-0.31,-3.02
2.53,-0.33,5.89,-0.41,-0.16,-3.17
1.68,-1.05,5.32,-0.42,0.04,-3.26
0.73,-1.77,4.93,-0.42,0.25,-3.31
-0.10,-2.46,4.66,-0.42,0.38,-3.35
-0.76,-3.07,4.23,-0.40,0.44,-3.38
-1.29,-3.60,3.66,-0.39,0.47,-3.40
-1.74,-4.06,3.10,-0.40,0.48,-3.44
-2.19,-4.38,2.49,-0.44,0.50,-3.49
-2.70,-4.55,1.93,-0.52,0.53,-3.53
-3.20,-4.67,1.24,-0.61,0.59,-3.57
-3.95,-4.71,1.36,-0.72,0.69,-3.60
-4.53,-5.05,2.20,-0.75,0.59,-3.66
-5.40,-5.26,2.70,-0.69,0.30,-3.88
-6.31,-4.93,3.01,-0.65,-0.04,-3.95
-6.55,-4.40,3.25,-0.67,-0.26,-3.90
-6.74,-3.92,3.77,-0.71,-0.27,-3.86
-7.49,-3.57,4.67,-0.73,-0.14,-3.86
-8.64,-3.23,5.65,-0.69,-0.02,-3.84
-9.90,-2.80,6.39,-0.62,0.11,-3.77
-11.33,-2.22,6.82,-0.54,0.31,-3.65
-12.86,-1.60,7.24,-0.46,0.59,-3.48
-14.44,-0.96,7.99,-0.39,0.84,-3.28
-16.04,-0.20,8.94,-0.31,1.01,-3.06
-17.47,0.62,9.90,-0.22,1.07,-2.79
-18.57,1.33,10.59,-0.10,1.07,-2.49
-19.54,1.91,10.92,0.01,1.07,-2.17
-20.48,2.22,10.90,0.14,1.07,-1.82
-21.37,2.13,10.75,0.25,1.10,-1.41
-22.15,1.66,10.69,0.37,1.11,-0.96
-22.73,1.07,10.48,0.50,1.05,-0.49
-22.73,0.60,9.98,0.63,0.94,-0.01
-22.09,0.45,9.18,0.72,0.85,0.46
-21.10,0.47,8.31,0.79,0.81,0.91
-20.00,0.51,7.47,0.84,0.82,1.31
-18.97,0.49,6.73,0.86,0.84,1.67
-17.88,0.25,6.15,0.87,0.82,2.01
-16.68,-0.16,5.48,0.88,0.77,2.32
-15.38,-0.62,4.80,0.88,0.69,2.59
-14.06,-1.08,4.11,0.87,0.61,2.84
-12.82,-1.51,3.56,0.84,0.54,3.08
-11.77,-1.93,2.94,0.81,0.48,3.31
-10.78,-2.28,2.32,0.76,0.43,3.54
-9.80,-2.56,1.77,0.70,0.38,3.76
-8.81,-2.80,1.26,0.62,0.34,3.97
-7.78,-2.99,0.79,0.53,0.31,4.18
-6.68,-3.12,0.42,0.43,0.31,4.37
-5.64,-3.16,0.18,0.31,0.34,4.54
-4.70,-3.14,-0.01,0.18,0.38,4.67
-3.89,-3.05,-0.23,0.04,0.44,4.76
-3.24,-2.94,-0.35,-0.10,0.53,4.81
-2.79,-2.92,-0.15,-0.23,0.65,4.85
-2.45,-3.00,0.40,-0.34,0.76,4.87
-2.09,-3.06,1.11,-0.39,0.75,4.87
-1.62,-2.99,1.47,-0.41,0.69,4.83
-1.22,-2.83,1.60,-0.39,0.64,4.76
-0.79,-2.43,1.73,-0.38,0.65,4.66
-0.47,-1.89,2.33,-0.33,0.68,4.53
-0.12,-1.37,2.94,-0.26,0.69,4.40
0.30,-0.91,3.52,-0.20,0.71,4.26
